"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"female","group C","some college","standard","none","62","66","62"
"female","group C","bachelor's degree","standard","none","80","79","80"
"female","group C","some high school","standard","none","49","65","62"
"male","group D","associate's degree","standard","none","78","69","68"
"male","group D","some high school","standard","none","56","58","54"
"male","group E","some high school","standard","completed","87","84","80"
"female","group B","high school","standard","none","81","83","82"
"female","group B","associate's degree","free/reduced","none","56","66","62"
"male","group D","some college","free/reduced","completed","47","52","54"
"female","group A","high school","standard","none","53","64","67"
"male","group B","associate's degree","free/reduced","none","32","44","39"
"male","group B","bachelor's degree","standard","none","65","62","61"
"male","group D","some college","standard","completed","73","75","74"
"male","group A","some college","free/reduced","completed","56","50","53"
"male","group B","some high school","standard","none","83","90","81"
"male","group B","high school","free/reduced","completed","36","42","36"
"male","group B","associate's degree","standard","completed","67","64","68"
"female","group E","some college","standard","none","99","100","94"
"male","group B","some college","free/reduced","none","66","73","66"
"male","group B","associate's degree","free/reduced","none","52","60","49"
"female","group B","high school","standard","none","87","81","85"
"female","group C","some college","standard","none","82","83","81"
"male","group C","associate's degree","standard","completed","94","89","89"
"female","group C","high school","free/reduced","none","54","52","53"
"male","group B","high school","free/reduced","none","56","56","50"
"female","group B","some high school","standard","none","38","57","49"
"female","group B","associate's degree","standard","completed","67","78","82"
"male","group D","associate's degree","free/reduced","none","75","76","71"
"female","group C","some college","free/reduced","completed","55","64","74"
"male","group B","some high school","standard","completed","50","52","49"
"male","group C","some high school","standard","none","84","73","75"
"female","group D","associate's degree","free/reduced","completed","64","72","84"
"male","group D","some college","standard","completed","69","72","69"
"female","group C","master's degree","free/reduced","none","74","84","89"
"female","group C","high school","standard","completed","70","79","76"
"female","group C","high school","free/reduced","none","62","74","70"
"male","group C","associate's degree","standard","completed","77","75","74"
"female","group D","some high school","standard","none","82","88","83"
"male","group C","some high school","standard","none","82","89","81"
"male","group C","some high school","standard","completed","92","90","85"
"male","group A","master's degree","free/reduced","none","50","52","52"
"male","group C","high school","standard","completed","58","60","58"
"female","group C","high school","standard","none","67","73","68"
"female","group D","some high school","standard","completed","70","69","71"
"male","group B","associate's degree","free/reduced","completed","66","73","73"
"female","group D","associate's degree","free/reduced","none","53","50","59"
"male","group D","bachelor's degree","free/reduced","none","66","71","70"
"female","group A","some high school","free/reduced","none","37","44","44"
"male","group E","high school","standard","none","84","73","65"
"female","group E","bachelor's degree","standard","none","82","94","81"
"female","group D","some high school","free/reduced","none","48","67","60"
"male","group C","master's degree","free/reduced","completed","70","69","71"
"male","group C","bachelor's degree","standard","none","68","59","59"
"female","group A","some college","standard","none","69","73","67"
"female","group B","high school","standard","none","59","62","60"
"female","group D","high school","standard","none","60","72","69"
"male","group E","some college","standard","none","69","59","56"
"female","group B","bachelor's degree","standard","none","72","73","70"
"female","group B","some high school","standard","none","50","63","62"
"female","group C","master's degree","free/reduced","none","69","70","70"
"female","group D","some college","standard","none","70","64","69"
"female","group C","some high school","standard","none","76","88","79"
"female","group B","bachelor's degree","standard","none","88","99","95"
"female","group C","associate's degree","free/reduced","none","32","40","43"
"female","group E","high school","standard","none","60","66","62"
"male","group A","bachelor's degree","standard","none","81","65","71"
"female","group D","associate's degree","standard","completed","97","100","100"
"female","group C","associate's degree","standard","completed","56","70","76"
"female","group B","some high school","standard","none","52","67","62"
"female","group B","associate's degree","standard","none","58","72","74"
"male","group D","some college","free/reduced","completed","56","55","56"
"male","group E","associate's degree","standard","none","74","64","67"
"female","group C","some high school","standard","none","54","63","61"
"female","group D","associate's degree","standard","none","65","75","74"
"male","group C","some high school","free/reduced","completed","40","35","34"
"male","group D","some high school","free/reduced","none","44","45","47"
"male","group C","some high school","standard","none","60","53","44"
"male","group E","high school","standard","none","82","72","68"
"female","group C","some high school","standard","completed","63","72","68"
"male","group B","some college","free/reduced","none","47","47","47"
"male","group B","some high school","standard","none","63","61","53"
"female","group B","some high school","standard","none","55","66","61"
"female","group B","high school","standard","none","58","64","63"
"male","group C","high school","free/reduced","none","62","54","46"
"female","group C","associate's degree","free/reduced","none","53","70","69"
"female","group C","some college","standard","completed","66","70","77"
"male","group C","some high school","free/reduced","none","28","37","26"
"male","group B","master's degree","free/reduced","completed","65","64","64"
"male","group C","associate's degree","standard","none","63","52","56"
"male","group C","bachelor's degree","standard","none","63","69","60"
"female","group D","associate's degree","standard","none","77","90","88"
"female","group C","master's degree","free/reduced","none","76","78","84"
"female","group C","some high school","free/reduced","none","64","75","72"
"female","group B","some high school","free/reduced","none","45","57","52"
"female","group B","bachelor's degree","standard","completed","81","89","92"
"male","group C","associate's degree","standard","completed","71","67","67"
"male","group D","some high school","standard","none","63","66","58"
"female","group C","high school","standard","completed","92","95","94"
"female","group A","some college","free/reduced","none","45","52","55"
"female","group C","some college","free/reduced","none","41","56","51"
"female","group A","bachelor's degree","free/reduced","completed","59","76","83"
"female","group B","some high school","free/reduced","completed","70","83","79"
"male","group E","associate's degree","standard","none","54","49","45"
"male","group C","some college","standard","none","77","66","63"
"male","group C","some college","free/reduced","completed","38","50","48"
"female","group C","some high school","free/reduced","completed","48","60","57"
"male","group C","some high school","standard","completed","73","68","70"
"male","group A","associate's degree","standard","completed","66","59","62"
"female","group C","high school","standard","none","53","54","54"
"female","group C","some college","standard","completed","73","77","79"
"male","group C","high school","standard","completed","93","89","82"
"male","group E","high school","standard","none","81","69","68"
"female","group B","high school","free/reduced","completed","63","69","72"
"female","group E","bachelor's degree","free/reduced","none","38","28","31"
"female","group B","associate's degree","free/reduced","completed","58","69","68"
"male","group B","some college","standard","none","60","66","56"
"male","group E","high school","standard","completed","100","89","87"
"male","group C","bachelor's degree","standard","none","89","83","79"
"male","group D","some college","standard","completed","62","51","57"
"female","group C","some college","standard","none","67","80","77"
"male","group D","associate's degree","standard","none","89","82","81"
"female","group B","high school","standard","none","81","95","96"
"female","group D","some high school","free/reduced","none","44","51","51"
"male","group B","some high school","free/reduced","completed","60","61","65"
"male","group D","bachelor's degree","standard","none","87","73","84"
"female","group C","high school","standard","none","76","81","76"
"male","group D","associate's degree","standard","none","83","65","68"
"female","group E","high school","free/reduced","none","68","76","67"
"male","group E","associate's degree","free/reduced","none","51","45","45"
"female","group D","some college","free/reduced","none","40","55","49"
"male","group D","some high school","free/reduced","none","66","59","61"
"male","group B","some high school","standard","none","73","64","59"
"male","group D","some high school","standard","none","79","79","73"
"male","group E","some college","free/reduced","none","68","51","53"
"male","group C","master's degree","standard","none","82","75","80"
"female","group C","associate's degree","free/reduced","none","69","77","77"
"female","group C","associate's degree","standard","completed","84","100","100"
"female","group C","some high school","standard","none","58","77","73"
"female","group B","high school","standard","completed","58","69","70"
"female","group D","associate's degree","standard","none","79","77","79"
"male","group B","high school","standard","completed","80","76","71"
"female","group A","some college","free/reduced","none","62","83","78"
"male","group C","high school","standard","none","92","86","86"
"male","group B","high school","standard","none","77","68","65"
"female","group B","some college","free/reduced","none","37","50","51"
"female","group B","some college","standard","completed","61","70","71"
"male","group D","some high school","standard","none","64","52","50"
"female","group C","some college","free/reduced","none","52","67","63"
"female","group C","some college","free/reduced","none","70","87","84"
"male","group C","bachelor's degree","free/reduced","none","71","60","64"
"female","group D","associate's degree","free/reduced","none","48","68","71"
"female","group C","some college","standard","completed","58","55","61"
"male","group E","some high school","standard","none","83","72","69"
"female","group A","associate's degree","standard","completed","89","92","91"
"female","group D","high school","free/reduced","completed","44","64","71"
"female","group C","bachelor's degree","standard","completed","86","94","100"
"female","group D","some college","standard","none","55","69","71"
"male","group A","some college","standard","none","70","65","59"
"female","group C","bachelor's degree","standard","none","71","61","63"
"male","group D","bachelor's degree","standard","none","75","66","62"
"female","group C","some college","free/reduced","none","79","84","84"
"female","group C","some college","standard","completed","82","87","89"
"male","group E","some high school","free/reduced","completed","67","65","62"
"male","group C","some college","free/reduced","completed","82","94","85"
"male","group A","high school","standard","none","50","40","35"
"male","group E","some college","standard","completed","81","74","74"
"female","group C","some college","free/reduced","none","58","69","68"
"male","group B","associate's degree","free/reduced","none","59","51","48"
"female","group E","high school","free/reduced","none","64","74","74"
"male","group D","associate's degree","standard","none","66","60","55"
"female","group B","associate's degree","standard","completed","41","49","49"
"male","group B","master's degree","standard","none","32","42","43"
"male","group E","associate's degree","standard","completed","82","74","73"
"female","group E","bachelor's degree","free/reduced","none","69","80","75"
"female","group B","high school","free/reduced","completed","64","79","79"
"female","group B","master's degree","standard","none","63","81","77"
"female","group D","associate's degree","standard","none","53","70","63"
"female","group C","high school","standard","completed","63","79","81"
"male","group A","high school","standard","completed","81","77","76"
"male","group E","associate's degree","free/reduced","none","81","83","78"
"female","group A","associate's degree","standard","completed","75","94","97"
"female","group E","associate's degree","standard","none","77","82","80"
"male","group D","high school","standard","none","68","58","64"
"female","group D","high school","standard","none","67","82","79"
"male","group C","associate's degree","free/reduced","completed","55","73","73"
"female","group E","high school","standard","completed","83","86","84"
"male","group E","bachelor's degree","standard","none","85","73","68"
"male","group C","some high school","free/reduced","none","36","32","25"
"male","group C","some high school","standard","none","51","42","42"
"female","group E","some college","standard","none","80","82","83"
"female","group C","associate's degree","free/reduced","completed","46","65","71"
"male","group A","associate's degree","free/reduced","none","57","48","42"
"male","group D","some high school","free/reduced","none","67","72","69"
"female","group D","bachelor's degree","free/reduced","none","68","85","78"
"male","group C","high school","free/reduced","none","57","51","50"
"female","group C","high school","free/reduced","none","53","64","58"
"male","group C","high school","free/reduced","completed","73","65","63"
"male","group E","high school","standard","completed","84","79","73"
"male","group C","some high school","standard","completed","58","49","52"
"female","group A","some high school","standard","none","84","85","84"
"male","group D","high school","free/reduced","completed","76","79","81"
"male","group A","associate's degree","free/reduced","completed","56","47","48"
"female","group E","some high school","standard","none","79","80","74"
"male","group C","associate's degree","standard","none","48","44","47"
"female","group D","some high school","free/reduced","none","61","84","76"
"female","group B","high school","standard","none","79","83","77"
"female","group B","high school","free/reduced","none","34","43","39"
"female","group C","high school","standard","completed","79","84","85"
"female","group B","high school","standard","completed","50","61","59"
"female","group D","high school","standard","none","68","83","83"
"female","group C","some high school","standard","none","59","69","67"
"male","group C","some college","standard","none","63","57","55"
"female","group D","some college","standard","completed","94","87","100"
"male","group C","some college","free/reduced","none","56","61","59"
"male","group C","high school","standard","none","67","66","58"
"male","group E","master's degree","standard","none","85","79","72"
"male","group E","master's degree","free/reduced","none","83","79","70"
"female","group C","some college","standard","none","72","80","78"
"female","group C","some high school","free/reduced","none","51","54","57"
"female","group C","high school","standard","none","75","75","75"
"female","group B","bachelor's degree","standard","none","66","80","78"
"male","group D","master's degree","standard","none","90","89","88"
"male","group B","bachelor's degree","free/reduced","none","57","57","58"
"male","group C","associate's degree","free/reduced","none","85","86","76"
"male","group D","associate's degree","standard","none","88","74","80"
"male","group D","some high school","standard","completed","70","77","78"
"female","group A","bachelor's degree","free/reduced","completed","60","68","67"
"female","group D","associate's degree","standard","none","77","79","78"
"female","group E","associate's degree","standard","none","100","100","100"
"male","group B","some college","standard","none","86","81","84"
"male","group B","associate's degree","standard","none","64","67","62"
"male","group B","associate's degree","free/reduced","none","44","37","32"
"male","group C","high school","free/reduced","completed","66","68","65"
"female","group A","high school","standard","none","49","59","49"
"male","group D","some college","standard","none","88","93","87"
"female","group C","some college","standard","completed","70","80","75"
"male","group B","associate's degree","standard","none","66","49","50"
"male","group D","some college","standard","completed","90","87","88"
"male","group D","high school","standard","none","60","59","56"
"female","group B","master's degree","standard","none","81","78","82"
"male","group D","master's degree","standard","none","89","80","76"
"male","group C","some college","standard","completed","90","94","90"
"male","group D","some college","standard","none","72","64","63"
"female","group C","master's degree","free/reduced","none","47","52","51"
"female","group C","some high school","standard","none","54","68","57"
"male","group B","some college","standard","none","75","66","69"
"male","group B","bachelor's degree","standard","none","69","72","65"
"female","group B","associate's degree","standard","none","56","63","63"
"female","group B","some college","standard","none","76","87","84"
"male","group D","associate's degree","free/reduced","none","64","70","64"
"female","group A","associate's degree","standard","none","82","86","86"
"male","group C","some high school","standard","none","54","49","45"
"female","group A","high school","standard","completed","83","94","94"
"female","group C","bachelor's degree","free/reduced","none","65","70","73"
"female","group E","associate's degree","free/reduced","none","86","95","93"
"female","group D","some high school","standard","none","69","78","71"
"female","group D","associate's degree","standard","none","86","92","89"
"male","group D","associate's degree","standard","completed","93","81","82"
"female","group E","master's degree","standard","none","79","86","83"
"female","group A","associate's degree","free/reduced","none","68","81","77"
"female","group D","some high school","free/reduced","none","38","39","36"
"female","group B","master's degree","standard","none","59","61","58"
"male","group C","some college","free/reduced","completed","46","59","59"
"female","group B","master's degree","standard","completed","60","76","81"
"female","group D","associate's degree","standard","completed","78","88","93"
"female","group D","some high school","free/reduced","none","45","67","64"
"female","group C","bachelor's degree","standard","none","42","65","58"
"male","group C","bachelor's degree","standard","none","100","90","84"
"male","group D","some high school","free/reduced","completed","54","47","51"
"female","group C","associate's degree","standard","none","64","73","73"
"male","group C","high school","standard","completed","59","63","61"
"male","group D","some college","standard","none","77","75","73"
"male","group D","master's degree","standard","completed","84","73","79"
"female","group C","some college","free/reduced","none","35","42","45"
"female","group D","some college","standard","completed","55","56","64"
"male","group C","associate's degree","free/reduced","completed","46","53","53"
"male","group D","high school","free/reduced","none","63","65","56"
"female","group B","bachelor's degree","free/reduced","completed","57","69","70"
"female","group B","bachelor's degree","standard","completed","73","86","84"
"male","group C","some college","standard","completed","91","81","86"
"male","group A","some high school","free/reduced","none","50","45","46"
"female","group C","some high school","standard","completed","59","69","74"
"female","group C","some high school","standard","none","38","40","40"
"male","group E","some high school","free/reduced","completed","62","63","61"
"male","group E","high school","standard","none","60","42","46"
"female","group B","some college","standard","completed","85","98","100"
"male","group A","high school","standard","none","71","73","62"
"female","group B","some college","standard","completed","51","66","63"
"male","group D","associate's degree","free/reduced","none","54","55","53"
"male","group C","bachelor's degree","free/reduced","none","47","50","51"
"female","group B","master's degree","standard","none","64","79","73"
"male","group D","bachelor's degree","free/reduced","none","80","71","80"
"female","group D","associate's degree","standard","completed","66","72","77"
"male","group D","some high school","free/reduced","completed","58","61","60"
"female","group C","associate's degree","free/reduced","none","61","76","73"
"female","group B","associate's degree","free/reduced","completed","33","68","69"
"male","group C","some college","free/reduced","none","58","50","47"
"female","group D","some high school","standard","completed","65","79","79"
"female","group E","master's degree","free/reduced","none","54","57","58"
"female","group C","high school","standard","completed","51","55","64"
"female","group B","high school","standard","none","46","42","54"
"male","group E","high school","standard","completed","62","54","55"
"male","group C","high school","free/reduced","none","50","57","44"
"male","group A","some high school","standard","completed","76","66","65"
"female","group D","some high school","standard","none","48","52","55"
"female","group C","some high school","standard","none","44","63","56"
"female","group B","high school","standard","completed","74","73","85"
"female","group B","some high school","standard","none","65","69","74"
"female","group B","associate's degree","standard","none","64","70","76"
"male","group D","master's degree","standard","completed","84","85","84"
"female","group C","associate's degree","standard","none","42","56","49"
"male","group C","master's degree","free/reduced","none","63","57","60"
"female","group C","some high school","standard","none","56","62","62"
"female","group D","high school","standard","none","49","62","62"
"female","group D","associate's degree","standard","none","95","95","95"
"female","group C","bachelor's degree","standard","completed","99","100","100"
"female","group C","high school","standard","completed","93","88","94"
"male","group B","some high school","free/reduced","none","57","60","56"
"female","group A","bachelor's degree","standard","completed","69","76","79"
"male","group C","some college","free/reduced","completed","62","58","58"
"female","group C","some college","free/reduced","none","50","63","56"
"male","group C","some college","standard","completed","80","76","67"
"female","group B","associate's degree","free/reduced","completed","35","58","56"
"female","group C","some college","free/reduced","completed","60","73","75"
"female","group E","some college","free/reduced","completed","57","68","74"
"male","group B","master's degree","free/reduced","completed","76","78","81"
"male","group C","some college","standard","none","90","87","83"
"male","group D","associate's degree","free/reduced","completed","79","65","80"
"female","group B","associate's degree","standard","completed","45","60","56"
"female","group C","some high school","free/reduced","completed","64","73","78"
"male","group D","associate's degree","standard","none","64","64","59"
"male","group B","high school","standard","none","59","60","52"
"female","group B","some high school","standard","completed","76","89","90"
"female","group D","some college","free/reduced","none","45","62","56"
"male","group D","some high school","free/reduced","none","61","64","61"
"female","group C","bachelor's degree","standard","none","61","64","69"
"male","group B","some college","free/reduced","none","64","69","59"
"male","group B","high school","standard","none","65","62","55"
"female","group E","some college","standard","none","77","77","75"
"male","group B","high school","standard","completed","59","51","50"
"male","group D","high school","free/reduced","completed","58","57","60"
"male","group C","some high school","standard","none","67","67","53"
"female","group D","bachelor's degree","free/reduced","completed","78","92","94"
"female","group E","high school","standard","completed","76","85","79"
"female","group C","associate's degree","standard","none","65","75","76"
"female","group D","some high school","free/reduced","none","57","68","60"
"female","group D","high school","free/reduced","none","55","61","63"
"female","group C","associate's degree","free/reduced","none","52","60","61"
"male","group C","associate's degree","standard","none","61","60","53"
"female","group D","high school","standard","none","49","61","63"
"male","group E","master's degree","standard","none","80","74","71"
"male","group C","bachelor's degree","free/reduced","completed","64","62","61"
"male","group B","high school","standard","none","60","56","46"
"female","group E","bachelor's degree","free/reduced","none","54","66","67"
"female","group B","associate's degree","standard","none","75","79","79"
"female","group C","some college","standard","none","74","79","79"
"female","group C","bachelor's degree","free/reduced","completed","63","78","80"
"male","group A","some college","standard","none","85","80","73"
"female","group D","bachelor's degree","standard","completed","98","100","100"
"male","group D","bachelor's degree","standard","none","78","83","80"
"male","group D","bachelor's degree","standard","none","87","81","86"
"female","group C","high school","standard","none","50","63","59"
"female","group D","some college","standard","none","98","91","96"
"male","group D","high school","free/reduced","none","58","55","56"
"female","group B","some high school","standard","completed","54","75","73"
"male","group C","high school","standard","completed","63","70","70"
"male","group C","master's degree","standard","completed","73","81","80"
"male","group C","master's degree","standard","none","59","51","51"
"female","group C","some college","standard","completed","85","97","96"
"male","group D","associate's degree","standard","none","74","66","66"
"female","group C","some college","standard","completed","81","83","89"
"female","group D","some college","standard","none","79","84","80"
"female","group D","bachelor's degree","standard","none","100","92","98"
"male","group C","associate's degree","standard","none","70","62","62"
"female","group C","bachelor's degree","standard","none","50","51","53"
"male","group E","high school","standard","none","70","52","57"
"male","group D","some college","standard","completed","86","92","85"
"female","group C","some college","standard","completed","70","85","87"
"male","group B","some college","standard","none","69","74","75"
"female","group B","associate's degree","standard","none","40","61","51"
"male","group B","high school","free/reduced","none","54","55","53"
"female","group D","some college","standard","completed","84","94","99"
"male","group E","associate's degree","free/reduced","none","79","66","59"
"female","group C","some college","free/reduced","none","42","51","53"
"male","group C","some college","standard","none","72","66","61"
"male","group C","some college","free/reduced","completed","73","71","76"
"male","group E","bachelor's degree","standard","none","100","90","84"
"female","group C","some college","standard","none","83","80","79"
"male","group C","some high school","standard","none","61","49","47"
"female","group D","some college","standard","completed","69","80","85"
"female","group E","some college","standard","none","94","91","93"
"male","group D","master's degree","standard","completed","95","94","99"
"female","group D","master's degree","standard","none","78","83","84"
"female","group D","some college","free/reduced","none","38","54","55"
"female","group B","some high school","standard","completed","73","81","88"
"male","group D","some college","standard","none","80","64","67"
"female","group D","some high school","standard","completed","67","72","74"
"female","group C","associate's degree","free/reduced","completed","61","72","72"
"female","group E","some high school","standard","none","61","55","59"
"male","group A","bachelor's degree","standard","none","71","64","63"
"male","group C","some college","standard","none","46","52","50"
"female","group B","associate's degree","standard","completed","68","62","68"
"male","group C","some high school","standard","completed","53","47","41"
"female","group E","associate's degree","free/reduced","none","81","83","76"
"male","group D","some high school","standard","none","71","71","66"
"male","group C","some college","free/reduced","none","41","39","40"
"female","group D","some college","free/reduced","completed","60","67","73"
"female","group C","high school","free/reduced","none","57","82","77"
"male","group B","some college","standard","none","45","43","41"
"female","group B","high school","standard","completed","74","81","78"
"female","group E","some high school","standard","completed","76","87","82"
"female","group C","some college","standard","completed","57","65","67"
"female","group E","some high school","standard","none","87","87","80"
"male","group D","some college","standard","none","62","61","53"
"male","group C","associate's degree","standard","none","75","64","59"
"male","group D","some college","standard","none","67","65","68"
"female","group C","associate's degree","standard","none","81","88","85"
"male","group B","some college","free/reduced","completed","79","88","88"
"female","group D","bachelor's degree","standard","none","64","69","76"
"male","group B","bachelor's degree","free/reduced","none","41","41","39"
"male","group B","some college","standard","none","70","56","57"
"female","group B","master's degree","free/reduced","completed","68","78","83"
"female","group C","associate's degree","standard","completed","63","74","73"
"female","group E","some college","standard","none","73","76","76"
"female","group C","high school","standard","none","38","50","49"
"female","group E","associate's degree","standard","completed","85","91","90"
"female","group E","some high school","standard","completed","97","99","100"
"male","group B","master's degree","standard","none","87","97","89"
"male","group D","high school","free/reduced","none","51","62","57"
"male","group A","high school","free/reduced","none","70","81","76"
"male","group D","high school","free/reduced","none","79","75","73"
"female","group B","high school","standard","none","67","78","70"
"male","group B","high school","standard","completed","72","75","69"
"male","group D","high school","free/reduced","none","50","46","43"
"male","group A","associate's degree","standard","none","73","69","66"
"female","group D","associate's degree","standard","completed","86","94","96"
"male","group C","associate's degree","free/reduced","completed","81","81","74"
"female","group C","some college","standard","none","62","68","63"
"female","group D","some college","standard","none","67","71","72"
"male","group C","high school","free/reduced","completed","41","52","43"
"male","group D","some college","free/reduced","completed","31","26","21"
"male","group C","associate's degree","standard","none","87","81","82"
"female","group E","some college","standard","none","84","95","98"
"male","group C","some college","standard","none","76","70","65"
"male","group A","some high school","standard","none","75","75","68"
"female","group A","bachelor's degree","standard","completed","47","48","58"
"female","group A","associate's degree","standard","none","45","56","53"
"male","group D","high school","standard","none","82","65","69"
"male","group D","high school","free/reduced","none","50","45","50"
"female","group A","bachelor's degree","standard","none","72","84","78"
"male","group E","some high school","standard","none","85","71","70"
"male","group D","some college","standard","completed","64","55","65"
"female","group C","associate's degree","standard","none","77","85","85"
"male","group C","some high school","standard","none","64","64","61"
"male","group C","some college","free/reduced","none","52","52","48"
"female","group C","high school","standard","none","53","79","67"
"male","group D","some high school","standard","none","51","48","51"
"female","group C","some college","standard","none","75","85","83"
"female","group B","associate's degree","free/reduced","none","67","77","72"
"male","group E","some college","free/reduced","none","80","80","73"
"female","group E","high school","standard","none","56","56","51"
"male","group C","some college","standard","none","60","55","46"
"male","group B","bachelor's degree","standard","none","77","74","74"
"female","group E","some high school","standard","none","62","74","71"
"male","group C","some high school","standard","none","28","34","24"
"male","group D","associate's degree","free/reduced","none","64","67","58"
"female","group C","bachelor's degree","standard","completed","87","100","100"
"female","group E","some high school","standard","completed","80","89","88"
"male","group B","some high school","standard","none","77","77","71"
"male","group E","some college","standard","none","100","84","82"
"female","group E","associate's degree","standard","completed","98","100","100"
"male","group B","associate's degree","free/reduced","none","65","59","57"
"male","group E","some high school","free/reduced","none","76","64","64"
"female","group D","some high school","free/reduced","none","47","46","59"
"male","group D","some high school","standard","completed","72","72","70"
"male","group E","high school","free/reduced","none","76","69","63"
"female","group A","associate's degree","standard","completed","56","67","72"
"female","group D","high school","standard","none","56","74","78"
"female","group B","bachelor's degree","standard","none","58","67","65"
"male","group C","master's degree","standard","none","75","71","69"
"female","group C","associate's degree","free/reduced","none","64","62","67"
"male","group E","associate's degree","standard","none","78","54","57"
"female","group C","bachelor's degree","free/reduced","none","67","69","71"
"female","group D","associate's degree","standard","none","56","56","63"
"female","group B","some high school","free/reduced","none","62","76","72"
"male","group E","some high school","standard","none","91","73","74"
"male","group B","high school","free/reduced","none","78","70","69"
"male","group C","bachelor's degree","standard","none","63","61","58"
"male","group D","master's degree","standard","none","100","89","92"
"female","group E","bachelor's degree","standard","none","83","85","89"
"female","group A","bachelor's degree","standard","none","64","62","65"
"female","group D","associate's degree","free/reduced","none","62","69","66"
"female","group C","associate's degree","standard","completed","37","49","49"
"male","group A","master's degree","standard","none","61","65","61"
"female","group C","associate's degree","standard","none","64","66","71"
"male","group B","some high school","free/reduced","none","51","51","49"
"male","group C","some college","standard","none","76","72","62"
"male","group B","high school","standard","completed","74","76","71"
"female","group C","high school","free/reduced","completed","75","89","93"
"female","group C","bachelor's degree","standard","none","71","80","74"
"male","group A","high school","standard","completed","69","67","66"
"male","group B","high school","standard","completed","78","83","81"
"male","group A","associate's degree","free/reduced","completed","58","56","53"
"female","group C","some college","standard","none","77","78","83"
"male","group B","some high school","free/reduced","completed","81","84","79"
"female","group E","some high school","standard","completed","81","91","100"
"female","group D","bachelor's degree","free/reduced","completed","69","78","81"
"female","group C","high school","standard","none","73","88","87"
"male","group C","bachelor's degree","standard","none","90","94","91"
"female","group D","some high school","free/reduced","none","45","51","49"
"male","group C","some high school","standard","none","66","67","59"
"female","group B","bachelor's degree","free/reduced","none","34","40","45"
"male","group B","high school","standard","none","90","76","77"
"male","group D","associate's degree","standard","none","70","72","68"
"female","group B","bachelor's degree","free/reduced","none","34","50","53"
"female","group E","some college","standard","none","72","74","66"
"male","group B","master's degree","free/reduced","none","77","77","74"
"male","group D","master's degree","free/reduced","none","66","59","63"
"male","group A","high school","free/reduced","none","53","57","51"
"male","group E","bachelor's degree","free/reduced","none","71","64","64"
"female","group B","some college","standard","none","90","91","88"
"female","group C","some college","standard","completed","64","88","82"
"female","group A","bachelor's degree","standard","completed","59","78","79"
"male","group D","high school","standard","none","80","67","71"
"female","group B","high school","standard","none","58","60","66"
"male","group D","some college","standard","none","62","62","58"
"male","group D","associate's degree","standard","none","80","87","81"
"male","group B","high school","free/reduced","none","50","46","40"
"female","group C","associate's degree","standard","none","49","64","65"
"male","group D","some college","standard","none","77","67","72"
"female","group A","associate's degree","standard","completed","56","58","59"
"male","group B","some high school","standard","completed","79","84","79"
"male","group B","associate's degree","standard","none","61","55","58"
"female","group C","some college","standard","completed","93","100","100"
"male","group D","some college","standard","none","61","61","57"
"female","group D","some college","standard","none","80","82","79"
