"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"male","group E","some college","standard","none","76","64","61"
"male","group B","some college","standard","none","75","70","65"
"female","group D","some high school","free/reduced","none","29","38","37"
"female","group C","bachelor's degree","standard","completed","67","82","85"
"male","group D","some college","standard","none","76","78","78"
"female","group C","bachelor's degree","standard","completed","87","100","97"
"male","group D","some high school","standard","none","63","55","53"
"female","group B","some college","free/reduced","none","63","61","67"
"male","group D","associate's degree","standard","none","65","71","71"
"female","group E","bachelor's degree","standard","none","83","85","91"
"female","group E","some high school","standard","none","67","74","71"
"female","group B","some high school","standard","none","60","65","69"
"male","group D","associate's degree","free/reduced","none","47","36","31"
"male","group C","high school","free/reduced","completed","74","82","71"
"male","group C","some college","free/reduced","none","63","55","59"
"female","group D","some college","standard","none","60","68","76"
"female","group B","some high school","free/reduced","completed","59","86","83"
"female","group A","associate's degree","standard","none","52","64","56"
"male","group C","associate's degree","standard","none","64","62","55"
"female","group C","bachelor's degree","free/reduced","completed","77","97","98"
"female","group D","some high school","free/reduced","none","46","69","68"
"male","group C","some high school","standard","none","57","56","39"
"female","group E","associate's degree","standard","completed","100","91","100"
"male","group D","high school","standard","none","88","80","80"
"female","group D","master's degree","standard","none","58","66","71"
"female","group D","high school","standard","none","65","75","72"
"male","group C","some college","standard","completed","76","77","75"
"female","group C","high school","standard","none","62","62","64"
"male","group C","high school","standard","none","54","53","46"
"female","group C","some college","standard","none","81","90","87"
"female","group D","some high school","standard","none","66","65","66"
"female","group E","some high school","standard","none","74","74","73"
"female","group B","some college","free/reduced","none","72","79","77"
"female","group D","high school","free/reduced","completed","56","77","71"
"male","group E","high school","free/reduced","completed","58","66","64"
"female","group B","some college","free/reduced","none","48","66","62"
"female","group C","bachelor's degree","free/reduced","none","58","75","67"
"male","group C","associate's degree","standard","none","60","54","52"
"male","group C","high school","standard","completed","85","78","82"
"male","group C","some high school","standard","completed","55","46","42"
"female","group E","some college","standard","completed","71","83","83"
"male","group D","some college","standard","completed","82","73","76"
"female","group C","associate's degree","standard","completed","81","91","92"
"male","group E","high school","free/reduced","none","62","43","45"
"female","group C","some college","standard","completed","72","78","80"
"male","group D","some college","standard","none","68","57","53"
"female","group C","some college","standard","completed","83","90","99"
"male","group B","some college","free/reduced","none","50","48","43"
"male","group B","some college","standard","completed","57","51","50"
"female","group B","some high school","free/reduced","none","26","51","46"
"female","group A","bachelor's degree","free/reduced","none","73","80","77"
"female","group B","associate's degree","free/reduced","none","41","56","52"
"male","group D","associate's degree","standard","none","62","60","52"
"male","group D","some high school","free/reduced","none","36","36","32"
"female","group B","high school","standard","completed","77","80","90"
"male","group D","bachelor's degree","standard","none","64","62","58"
"female","group E","some college","free/reduced","none","59","65","67"
"male","group D","some high school","free/reduced","completed","63","68","68"
"female","group D","some high school","free/reduced","completed","61","70","70"
"female","group D","some college","standard","none","85","93","93"
"male","group D","high school","standard","completed","91","81","84"
"female","group E","some college","standard","none","63","68","67"
"female","group C","high school","standard","completed","59","65","71"
"male","group A","some college","free/reduced","none","52","63","51"
"male","group B","master's degree","standard","none","55","53","43"
"female","group B","some college","standard","none","68","75","72"
"female","group C","some college","standard","completed","67","78","83"
"male","group D","some college","standard","completed","90","92","91"
"female","group B","high school","standard","completed","72","82","84"
"male","group D","high school","free/reduced","none","61","65","60"
"female","group E","some college","standard","none","70","84","80"
"male","group B","some high school","standard","completed","65","67","64"
"male","group C","high school","standard","completed","71","64","68"
"female","group B","bachelor's degree","standard","none","56","69","67"
"male","group C","some high school","free/reduced","none","39","29","25"
"female","group C","high school","standard","completed","71","80","85"
"male","group B","some high school","free/reduced","completed","59","54","61"
"male","group E","associate's degree","standard","none","91","85","84"
"female","group C","high school","standard","completed","63","74","76"
"male","group D","some high school","standard","none","75","55","57"
"female","group E","some college","free/reduced","none","83","87","84"
"male","group C","some college","free/reduced","none","40","49","42"
"female","group D","associate's degree","standard","none","75","86","84"
"female","group B","some college","standard","none","62","68","66"
"male","group B","bachelor's degree","free/reduced","none","61","55","56"
"male","group D","associate's degree","free/reduced","none","73","71","64"
"female","group E","bachelor's degree","standard","none","77","81","84"
"male","group C","some college","standard","none","86","91","83"
"female","group B","some high school","standard","completed","72","84","81"
"male","group C","some high school","free/reduced","none","61","62","63"
"male","group C","bachelor's degree","standard","none","83","81","79"
"male","group A","high school","free/reduced","completed","66","69","64"
"male","group A","some college","standard","none","56","58","52"
"male","group C","high school","standard","completed","85","84","81"
"male","group B","some high school","free/reduced","completed","79","67","72"
"female","group C","high school","free/reduced","none","50","70","66"
"male","group A","some high school","free/reduced","none","41","47","34"
"female","group B","associate's degree","standard","none","55","76","76"
"female","group E","high school","standard","none","57","64","61"
"female","group D","high school","standard","none","69","74","67"
"male","group B","some high school","free/reduced","completed","72","80","71"
"male","group C","associate's degree","standard","none","84","84","76"
"male","group E","bachelor's degree","free/reduced","none","67","69","63"
"female","group A","master's degree","standard","none","61","74","69"
"female","group D","high school","free/reduced","completed","42","55","61"
"female","group E","some college","free/reduced","completed","55","64","66"
"male","group C","some high school","standard","none","72","59","58"
"male","group D","bachelor's degree","free/reduced","none","63","69","65"
"female","group D","associate's degree","standard","none","64","70","66"
"female","group E","high school","standard","none","91","86","80"
"female","group B","some high school","free/reduced","none","49","56","57"
"female","group C","some high school","standard","completed","69","68","71"
"male","group C","some college","standard","none","49","53","47"
"female","group D","bachelor's degree","standard","completed","93","100","100"
"male","group D","master's degree","standard","completed","74","73","75"
"female","group D","some college","standard","completed","80","94","100"
"male","group A","some college","free/reduced","none","53","55","48"
"female","group C","some high school","standard","completed","54","59","68"
"male","group D","associate's degree","standard","none","84","73","75"
"female","group B","some high school","standard","none","35","43","39"
"female","group C","high school","free/reduced","none","65","77","70"
"male","group C","master's degree","free/reduced","none","41","34","40"
"male","group D","some college","standard","none","82","83","85"
"male","group B","some high school","standard","none","76","62","64"
"male","group C","some college","standard","none","66","57","53"
"male","group D","some college","free/reduced","completed","79","90","85"
"male","group D","some college","free/reduced","none","53","43","46"
"female","group D","some college","standard","completed","94","99","98"
"female","group A","some high school","standard","completed","70","74","84"
"male","group C","some college","free/reduced","none","83","79","73"
"female","group B","associate's degree","standard","none","76","84","84"
"female","group C","some high school","standard","completed","67","76","81"
"male","group D","high school","standard","none","87","83","83"
"male","group D","some college","standard","none","61","52","56"
"male","group D","associate's degree","standard","none","87","75","76"
"female","group C","associate's degree","free/reduced","none","59","70","61"
"male","group D","high school","free/reduced","none","54","62","54"
"female","group C","associate's degree","free/reduced","none","54","73","71"
"female","group C","some college","standard","none","66","76","75"
"female","group C","bachelor's degree","standard","none","75","77","76"
"male","group C","master's degree","free/reduced","completed","58","70","68"
"male","group C","some high school","free/reduced","completed","67","66","56"
"male","group E","associate's degree","standard","completed","98","98","100"
"female","group A","some high school","standard","none","65","72","71"
"male","group C","high school","standard","completed","85","91","92"
"female","group C","some college","standard","none","71","84","84"
"female","group E","some college","standard","completed","92","93","94"
"male","group E","some college","free/reduced","none","73","69","66"
"male","group B","bachelor's degree","standard","none","90","89","86"
"female","group A","high school","free/reduced","none","39","46","43"
"male","group E","some high school","standard","none","65","56","52"
"male","group E","some high school","free/reduced","none","61","48","47"
"male","group A","some high school","standard","completed","85","74","76"
"male","group A","bachelor's degree","standard","completed","81","75","74"
"female","group C","bachelor's degree","standard","none","75","78","82"
"female","group D","high school","free/reduced","none","62","73","68"
"male","group B","some high school","standard","none","86","83","79"
"male","group D","associate's degree","free/reduced","none","62","74","69"
"female","group E","bachelor's degree","standard","none","69","64","67"
"female","group D","some high school","free/reduced","none","68","72","77"
"female","group D","high school","free/reduced","none","54","75","71"
"male","group B","bachelor's degree","standard","completed","85","87","89"
"male","group E","some high school","free/reduced","none","53","62","52"
"male","group D","some high school","standard","none","54","49","50"
"female","group C","associate's degree","free/reduced","none","57","73","74"
"female","group C","master's degree","standard","completed","82","87","90"
"male","group B","associate's degree","standard","none","88","88","79"
"male","group E","associate's degree","standard","none","62","66","57"
"female","group D","some high school","standard","none","61","61","64"
"male","group C","master's degree","standard","none","57","49","50"
"female","group D","high school","free/reduced","none","61","69","71"
"male","group E","bachelor's degree","free/reduced","none","91","91","87"
"female","group B","some high school","free/reduced","completed","55","79","70"
"male","group D","high school","free/reduced","completed","81","77","80"
"male","group B","high school","standard","none","72","72","69"
"female","group C","some high school","standard","none","60","75","75"
"male","group C","bachelor's degree","standard","completed","78","77","72"
"male","group B","bachelor's degree","free/reduced","completed","59","59","59"
"female","group D","some college","standard","completed","80","85","87"
"male","group D","bachelor's degree","standard","none","92","80","75"
"female","group B","some college","standard","completed","67","75","80"
"male","group B","master's degree","free/reduced","completed","93","76","79"
"male","group C","high school","standard","none","82","78","72"
"female","group B","associate's degree","standard","completed","44","66","65"
"female","group C","some high school","standard","none","78","80","81"
"female","group C","bachelor's degree","free/reduced","completed","40","59","64"
"female","group D","associate's degree","standard","none","84","90","91"
"male","group E","some high school","standard","none","75","63","70"
"female","group C","high school","free/reduced","none","55","66","64"
"female","group B","some high school","standard","completed","81","88","88"
"female","group C","some college","standard","none","73","75","79"
"male","group D","some college","standard","completed","61","64","65"
"female","group D","high school","standard","completed","81","96","93"
"female","group A","bachelor's degree","free/reduced","none","51","62","62"
"female","group C","associate's degree","standard","completed","62","82","82"
"male","group D","associate's degree","standard","none","62","54","56"
"female","group C","some college","standard","completed","67","70","75"
"female","group E","some high school","free/reduced","completed","56","70","66"
"male","group C","master's degree","standard","completed","64","65","62"
"female","group C","some college","free/reduced","none","47","53","58"
"male","group C","bachelor's degree","standard","completed","88","90","90"
"male","group C","some college","standard","none","75","81","76"
"female","group E","some high school","standard","none","77","80","80"
"female","group E","high school","standard","none","73","79","78"
"male","group B","some college","free/reduced","none","64","64","60"
"female","group D","high school","free/reduced","none","60","64","66"
"female","group E","some high school","standard","none","69","64","61"
"female","group C","bachelor's degree","free/reduced","completed","68","73","79"
"female","group C","some high school","free/reduced","completed","54","65","61"
"female","group D","some high school","standard","none","67","71","78"
"male","group D","some high school","standard","completed","77","67","59"
"male","group B","master's degree","standard","none","99","93","90"
"male","group D","associate's degree","standard","none","97","92","89"
"male","group C","bachelor's degree","standard","none","64","55","48"
"male","group C","master's degree","free/reduced","completed","61","65","63"
"female","group C","some high school","free/reduced","none","32","59","46"
"male","group B","some college","standard","none","70","68","64"
"male","group C","some high school","standard","completed","57","56","62"
"male","group C","associate's degree","standard","completed","99","95","99"
"male","group D","some college","free/reduced","completed","78","81","79"
"male","group D","some college","standard","completed","76","64","65"
"female","group B","some high school","standard","none","67","84","75"
"female","group C","master's degree","free/reduced","none","65","81","75"
"male","group C","high school","free/reduced","none","14","22","18"
"female","group C","high school","free/reduced","none","72","89","79"
"male","group D","some college","standard","none","76","71","71"
"male","group E","some high school","standard","none","66","70","66"
"male","group A","associate's degree","free/reduced","completed","61","57","61"
"female","group E","bachelor's degree","standard","completed","85","87","90"
"female","group D","master's degree","free/reduced","none","56","67","62"
"female","group A","bachelor's degree","standard","none","78","92","83"
"male","group E","high school","free/reduced","none","72","60","59"
"female","group C","some college","free/reduced","none","39","60","58"
"female","group C","some high school","free/reduced","none","55","61","63"
"female","group C","some college","free/reduced","completed","63","75","79"
"male","group D","some high school","free/reduced","none","68","61","51"
"female","group C","master's degree","free/reduced","none","70","76","73"
"male","group C","some college","standard","none","69","55","59"
"male","group C","bachelor's degree","standard","none","60","52","56"
"male","group A","bachelor's degree","standard","completed","98","88","91"
"male","group C","high school","standard","none","72","74","67"
"female","group D","associate's degree","standard","none","54","66","68"
"female","group B","bachelor's degree","standard","completed","70","75","83"
"male","group D","associate's degree","standard","none","64","68","61"
"female","group D","bachelor's degree","free/reduced","none","59","80","79"
"male","group C","high school","free/reduced","completed","53","55","52"
"female","group C","associate's degree","standard","none","80","85","84"
"male","group C","master's degree","standard","completed","80","80","79"
"male","group D","high school","standard","none","65","60","66"
"female","group B","master's degree","standard","none","82","90","95"
"male","group E","some high school","standard","completed","75","68","67"
"male","group D","high school","standard","none","92","82","87"
"male","group D","some college","standard","none","93","83","89"
"male","group B","some college","standard","completed","67","66","69"
"male","group D","some high school","standard","none","68","64","60"
"male","group B","some college","free/reduced","none","61","64","54"
"male","group B","some college","standard","completed","90","83","81"
"male","group E","high school","standard","completed","72","75","76"
"female","group B","some college","free/reduced","none","69","76","82"
"female","group B","high school","standard","completed","87","100","100"
"female","group E","some college","standard","none","80","81","77"
"male","group D","high school","standard","completed","81","74","72"
"female","group C","bachelor's degree","standard","completed","66","84","87"
"female","group B","some college","free/reduced","completed","54","64","72"
"female","group D","high school","standard","completed","68","64","76"
"male","group C","some college","free/reduced","completed","83","87","88"
"male","group A","associate's degree","standard","none","64","62","58"
"male","group B","some high school","free/reduced","none","51","49","38"
"female","group A","bachelor's degree","free/reduced","none","46","60","59"
"female","group B","associate's degree","standard","none","40","48","50"
"male","group E","associate's degree","standard","completed","87","72","70"
"male","group B","associate's degree","standard","completed","81","79","77"
"male","group C","some high school","standard","none","38","23","23"
"male","group C","high school","standard","none","29","27","21"
"female","group A","high school","standard","completed","73","82","88"
"female","group C","bachelor's degree","standard","completed","78","88","90"
"male","group D","some college","standard","none","73","70","69"
"male","group D","master's degree","free/reduced","none","55","45","54"
"male","group C","associate's degree","standard","none","90","81","73"
"female","group D","high school","standard","none","82","82","77"
"male","group B","bachelor's degree","standard","completed","92","96","94"
"male","group B","some college","free/reduced","completed","44","44","51"
"male","group A","associate's degree","standard","none","81","81","72"
"male","group E","bachelor's degree","standard","none","86","83","78"
"male","group B","high school","free/reduced","none","74","65","59"
"female","group D","some college","free/reduced","none","32","43","44"
"male","group C","high school","standard","none","79","82","81"
"male","group C","high school","standard","none","67","57","53"
"male","group C","associate's degree","free/reduced","none","69","70","64"
"female","group C","high school","standard","none","64","65","63"
"female","group B","some college","standard","none","77","85","86"
"female","group C","associate's degree","free/reduced","none","50","63","61"
"female","group C","bachelor's degree","standard","none","70","76","79"
"male","group D","associate's degree","free/reduced","none","65","71","68"
"female","group E","high school","free/reduced","completed","75","96","95"
"male","group C","bachelor's degree","free/reduced","none","40","41","35"
"male","group D","associate's degree","standard","none","76","71","69"
"female","group B","some high school","standard","none","43","56","50"
"male","group E","high school","standard","none","67","65","62"
"male","group C","some college","standard","completed","70","64","63"
"female","group E","bachelor's degree","free/reduced","completed","63","75","75"
"female","group C","associate's degree","free/reduced","none","49","60","58"
"male","group C","high school","free/reduced","completed","74","73","76"
"male","group C","associate's degree","free/reduced","completed","68","67","66"
"male","group C","some high school","standard","completed","64","57","58"
"female","group D","some college","standard","completed","68","81","84"
"male","group B","associate's degree","standard","none","79","86","72"
"male","group C","some high school","free/reduced","none","60","66","59"
"female","group E","some college","free/reduced","none","52","55","58"
"male","group A","associate's degree","standard","completed","83","70","71"
"male","group D","high school","standard","none","94","89","87"
"male","group E","master's degree","standard","none","71","66","61"
"female","group C","some high school","standard","none","83","89","91"
"male","group C","some college","standard","none","78","74","70"
"female","group D","associate's degree","standard","none","58","68","65"
"female","group C","master's degree","standard","none","82","83","81"
"female","group B","some high school","standard","completed","67","76","77"
"female","group C","high school","standard","completed","48","57","59"
"female","group D","associate's degree","standard","completed","74","76","77"
"female","group C","associate's degree","standard","completed","87","100","100"
"male","group C","some college","standard","none","79","73","71"
"female","group E","some college","standard","none","87","85","81"
"female","group D","some college","standard","completed","83","85","94"
"female","group C","high school","free/reduced","none","44","58","53"
"male","group E","high school","standard","none","92","78","70"
"male","group C","some college","free/reduced","none","57","60","60"
"female","group B","associate's degree","free/reduced","none","50","68","65"
"male","group C","some high school","standard","none","62","62","57"
"male","group E","associate's degree","free/reduced","none","85","78","80"
"male","group E","some college","free/reduced","none","64","64","62"
"male","group C","some high school","free/reduced","none","42","42","34"
"male","group B","associate's degree","standard","none","60","48","49"
"female","group C","associate's degree","standard","none","72","83","79"
"female","group E","high school","standard","completed","68","53","69"
"male","group D","some college","standard","completed","83","81","81"
"male","group D","associate's degree","free/reduced","completed","67","68","71"
"male","group E","some college","free/reduced","none","67","66","63"
"female","group C","some college","standard","completed","57","74","70"
"female","group C","high school","standard","none","55","68","62"
"female","group E","high school","standard","completed","74","74","77"
"male","group A","some college","free/reduced","none","44","40","38"
"female","group D","bachelor's degree","standard","none","82","86","93"
"female","group C","some college","standard","none","55","67","64"
"female","group E","associate's degree","free/reduced","none","62","71","65"
"male","group A","some college","standard","completed","81","81","79"
"female","group D","associate's degree","standard","none","57","65","73"
"male","group D","bachelor's degree","standard","none","68","54","63"
"female","group A","some high school","standard","none","55","58","52"
"male","group E","master's degree","standard","completed","100","100","100"
"female","group B","some college","standard","completed","42","66","67"
"female","group C","some high school","standard","completed","82","91","86"
"female","group C","some college","standard","none","56","69","67"
"female","group C","associate's degree","standard","none","67","77","69"
"female","group C","high school","free/reduced","none","47","59","58"
"female","group C","some high school","free/reduced","completed","55","68","69"
"female","group D","high school","standard","completed","74","85","91"
"female","group D","associate's degree","free/reduced","none","47","55","54"
"male","group C","some high school","free/reduced","none","42","46","33"
"male","group C","master's degree","standard","none","66","66","62"
"female","group A","bachelor's degree","free/reduced","none","48","61","62"
"male","group C","some high school","free/reduced","none","37","33","29"
"female","group E","some college","standard","none","81","80","78"
"male","group D","some high school","standard","completed","74","71","73"
"male","group D","some college","standard","none","90","82","75"
"female","group C","some college","standard","none","59","67","66"
"female","group A","some high school","free/reduced","completed","59","68","71"
"male","group E","some college","free/reduced","none","76","64","64"
"female","group C","some college","free/reduced","none","16","36","40"
"female","group D","bachelor's degree","standard","none","91","95","100"
"female","group E","some college","free/reduced","none","87","82","90"
"female","group D","some college","standard","none","73","76","80"
"female","group A","some college","standard","none","84","89","87"
"female","group C","high school","free/reduced","completed","72","84","83"
"male","group B","high school","standard","completed","68","67","63"
"female","group D","some college","standard","none","64","73","75"
"female","group D","high school","standard","none","70","84","85"
"female","group B","some college","free/reduced","none","39","51","49"
"female","group C","associate's degree","free/reduced","completed","42","51","54"
"female","group C","high school","free/reduced","none","23","40","40"
"male","group C","some high school","standard","completed","91","89","89"
"male","group E","associate's degree","free/reduced","none","65","60","55"
"female","group A","bachelor's degree","standard","completed","82","91","92"
"female","group C","some college","free/reduced","none","49","52","51"
"male","group E","some college","standard","completed","68","56","63"
"male","group C","some college","standard","none","76","74","74"
"female","group A","some high school","standard","none","78","83","79"
"female","group C","high school","standard","none","62","62","63"
"male","group E","bachelor's degree","standard","completed","71","57","60"
"male","group D","some high school","standard","none","88","87","85"
"female","group E","some college","free/reduced","none","80","89","89"
"male","group D","high school","standard","none","71","65","53"
"male","group C","some high school","standard","none","74","55","57"
"male","group D","associate's degree","standard","completed","70","67","70"
"male","group B","some college","standard","none","53","46","42"
"male","group D","associate's degree","free/reduced","none","55","52","47"
"female","group B","some high school","standard","none","65","77","70"
"female","group C","associate's degree","standard","completed","94","100","100"
"female","group C","high school","standard","none","54","59","61"
"female","group E","high school","standard","none","65","69","65"
"male","group C","high school","free/reduced","none","55","57","50"
"male","group C","some high school","free/reduced","none","52","59","51"
"male","group B","bachelor's degree","standard","none","77","70","67"
"female","group C","some college","free/reduced","none","38","52","55"
"female","group D","high school","standard","completed","72","76","81"
"male","group B","master's degree","standard","completed","75","63","72"
"female","group D","some high school","free/reduced","completed","18","39","40"
"female","group D","bachelor's degree","free/reduced","completed","59","83","82"
"female","group E","bachelor's degree","free/reduced","completed","61","80","83"
"male","group B","some college","standard","none","90","87","84"
"male","group C","associate's degree","free/reduced","completed","65","50","52"
"female","group D","high school","standard","completed","79","77","87"
"male","group E","associate's degree","standard","none","86","84","77"
"female","group D","high school","standard","none","80","87","81"
"female","group C","some college","standard","none","56","71","61"
"male","group C","some college","standard","completed","58","58","61"
"male","group B","master's degree","standard","none","85","88","87"
"male","group C","high school","standard","none","84","72","72"
"female","group C","bachelor's degree","free/reduced","completed","40","56","60"
"male","group A","associate's degree","standard","none","62","67","56"
"female","group B","master's degree","standard","none","61","78","70"
"female","group B","associate's degree","free/reduced","none","52","70","62"
"male","group B","master's degree","free/reduced","none","72","82","75"
"female","group B","high school","standard","none","60","59","54"
"female","group D","some college","standard","completed","80","89","90"
"female","group E","some high school","standard","none","69","81","74"
"female","group A","some high school","standard","none","48","60","61"
"female","group C","some high school","standard","completed","78","87","92"
"male","group E","bachelor's degree","free/reduced","completed","67","62","65"
"female","group B","some high school","free/reduced","none","67","76","78"
"female","group E","associate's degree","standard","completed","62","80","79"
"male","group D","master's degree","standard","none","76","70","67"
"female","group D","bachelor's degree","standard","none","76","90","91"
"female","group D","some college","standard","none","88","93","97"
"female","group C","high school","standard","none","56","70","63"
"female","group D","associate's degree","standard","completed","49","57","64"
"female","group C","associate's degree","free/reduced","none","49","61","59"
"male","group C","bachelor's degree","standard","none","69","58","58"
"male","group B","associate's degree","standard","none","80","64","65"
"male","group C","master's degree","free/reduced","completed","67","70","69"
"female","group C","some college","standard","none","56","68","64"
"female","group C","some college","standard","none","54","66","66"
"male","group C","bachelor's degree","standard","none","87","83","79"
"female","group A","some college","standard","none","48","63","68"
"female","group B","associate's degree","free/reduced","none","56","75","69"
"female","group C","master's degree","standard","completed","67","82","83"
"female","group A","bachelor's degree","standard","completed","75","87","88"
"female","group D","some college","standard","completed","77","79","85"
"male","group C","bachelor's degree","free/reduced","none","53","49","47"
"male","group B","high school","standard","none","55","53","51"
"female","group C","associate's degree","standard","completed","55","60","66"
"male","group D","associate's degree","free/reduced","none","76","79","77"
"female","group C","high school","free/reduced","none","72","78","77"
"male","group D","high school","standard","none","90","85","81"
"male","group D","bachelor's degree","standard","none","68","60","68"
"male","group C","high school","standard","none","74","75","66"
"male","group D","master's degree","free/reduced","completed","63","65","68"
"female","group D","associate's degree","standard","none","79","77","82"
"female","group C","some college","standard","none","62","69","72"
"male","group C","some college","free/reduced","none","54","51","49"
"female","group D","some college","standard","none","77","78","80"
"female","group D","some high school","standard","none","83","89","89"
"female","group C","some high school","standard","completed","61","66","70"
"male","group A","associate's degree","free/reduced","none","69","64","68"
"male","group A","bachelor's degree","standard","completed","66","59","61"
"female","group A","some high school","standard","none","82","77","75"
"male","group B","some high school","standard","none","74","75","76"
"female","group E","associate's degree","standard","none","83","90","92"
"female","group D","some high school","free/reduced","completed","56","65","65"
"female","group B","master's degree","standard","none","79","79","85"
"female","group E","associate's degree","free/reduced","none","52","53","53"
"female","group D","some college","standard","completed","59","77","72"
"male","group A","high school","free/reduced","none","40","42","31"
"female","group D","associate's degree","standard","completed","48","55","63"
"male","group D","bachelor's degree","standard","none","71","66","62"
"male","group D","some high school","free/reduced","none","69","59","59"
"female","group B","some high school","standard","none","59","64","70"
"female","group B","some college","standard","none","37","55","51"
"female","group C","master's degree","free/reduced","completed","89","96","100"
"male","group C","associate's degree","standard","none","63","45","47"
"female","group C","high school","free/reduced","completed","67","75","80"
"female","group D","master's degree","standard","none","81","81","85"
"male","group C","associate's degree","standard","completed","82","79","80"
"female","group D","associate's degree","standard","none","60","61","62"
"male","group C","master's degree","standard","completed","60","55","55"
"male","group E","associate's degree","standard","completed","81","87","78"
"female","group A","associate's degree","free/reduced","none","64","70","72"
"male","group A","bachelor's degree","free/reduced","completed","65","71","63"
"male","group B","bachelor's degree","standard","completed","77","79","76"
"female","group D","high school","standard","completed","95","100","99"
"female","group C","bachelor's degree","standard","none","56","72","73"
"male","group C","some high school","standard","completed","61","61","61"
"female","group C","bachelor's degree","standard","none","66","64","71"
"female","group C","high school","free/reduced","none","48","60","56"
"male","group D","high school","standard","completed","89","98","95"
"male","group E","some college","standard","completed","68","60","58"
"male","group B","some high school","standard","completed","76","82","78"
"female","group E","master's degree","free/reduced","none","76","84","89"
"male","group A","master's degree","free/reduced","completed","59","61","56"
"female","group E","some college","standard","none","86","95","86"
"male","group C","high school","standard","none","81","73","71"
"male","group B","associate's degree","standard","completed","64","65","54"
"female","group B","associate's degree","standard","none","64","82","78"
"male","group D","some high school","standard","none","76","72","70"
"female","group A","high school","standard","none","61","65","67"
"male","group C","bachelor's degree","standard","completed","58","48","52"
"male","group D","some college","free/reduced","none","59","64","55"
"female","group C","bachelor's degree","free/reduced","completed","46","61","63"
"female","group C","high school","free/reduced","none","61","71","68"
"female","group C","associate's degree","free/reduced","none","74","94","90"
"female","group D","some high school","free/reduced","none","46","63","60"
"male","group B","high school","standard","none","81","62","63"
"female","group E","high school","free/reduced","completed","58","63","64"
"male","group D","high school","free/reduced","none","55","47","43"
"male","group C","some college","standard","none","55","53","47"
"male","group B","some high school","free/reduced","none","39","42","37"
"female","group C","master's degree","free/reduced","completed","65","83","79"
"female","group C","high school","standard","none","51","61","57"
"female","group C","some college","free/reduced","none","44","55","51"
"male","group E","associate's degree","standard","completed","100","94","93"
"male","group B","high school","standard","completed","61","54","54"
"female","group D","some high school","standard","none","88","93","89"
"male","group D","associate's degree","free/reduced","completed","41","48","48"
"male","group C","some high school","free/reduced","completed","80","76","81"
"female","group C","associate's degree","standard","none","49","66","60"
"female","group B","some college","standard","none","55","60","64"
"female","group E","some college","standard","completed","75","80","85"
"female","group D","some college","standard","completed","77","85","84"
"male","group A","bachelor's degree","free/reduced","none","47","44","41"
"male","group C","some college","standard","none","87","80","75"
"male","group B","associate's degree","standard","none","53","49","43"
"male","group B","bachelor's degree","standard","none","78","79","80"
"male","group D","associate's degree","standard","none","60","65","62"
"male","group D","high school","standard","none","60","57","52"
"female","group E","some college","free/reduced","completed","75","80","84"
