"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"female","group A","some college","free/reduced","none","48","55","52"
"male","group D","some college","standard","completed","71","58","65"
"female","group C","high school","free/reduced","completed","54","62","64"
"male","group D","bachelor's degree","free/reduced","none","69","79","69"
"female","group D","high school","standard","completed","62","73","77"
"male","group D","some high school","free/reduced","none","45","33","40"
"male","group E","bachelor's degree","standard","none","71","70","65"
"male","group D","associate's degree","free/reduced","none","60","51","52"
"male","group B","high school","standard","completed","94","92","86"
"male","group A","some college","standard","none","81","77","75"
"male","group A","associate's degree","standard","none","59","56","59"
"female","group C","some high school","free/reduced","none","33","49","44"
"female","group D","high school","standard","none","66","75","68"
"female","group D","associate's degree","standard","none","53","57","58"
"male","group D","associate's degree","standard","none","61","49","49"
"male","group D","some college","standard","none","71","71","71"
"male","group A","some high school","standard","none","73","72","75"
"female","group A","associate's degree","standard","none","53","68","62"
"female","group D","some college","standard","none","62","63","69"
"male","group B","some high school","free/reduced","none","64","64","53"
"male","group D","some high school","free/reduced","none","55","59","55"
"male","group D","associate's degree","free/reduced","none","65","60","54"
"male","group D","some college","standard","none","75","76","67"
"female","group C","some high school","standard","none","77","74","73"
"female","group B","bachelor's degree","free/reduced","completed","72","88","85"
"female","group D","some college","standard","completed","68","81","80"
"male","group C","some college","free/reduced","none","73","71","67"
"female","group B","high school","standard","completed","66","79","81"
"female","group C","bachelor's degree","standard","none","74","85","84"
"male","group D","some college","standard","completed","92","87","93"
"female","group A","some college","free/reduced","completed","66","86","83"
"female","group D","master's degree","standard","none","77","83","87"
"male","group C","some college","standard","none","58","59","54"
"female","group E","master's degree","standard","none","89","87","85"
"female","group D","some high school","standard","completed","70","74","75"
"female","group D","associate's degree","standard","none","59","61","66"
"female","group D","some college","standard","completed","88","100","100"
"female","group E","associate's degree","standard","none","51","53","53"
"female","group B","some high school","free/reduced","none","42","51","41"
"male","group D","some college","free/reduced","completed","57","66","66"
"male","group B","some college","standard","completed","60","47","52"
"female","group A","high school","standard","none","79","78","74"
"female","group D","master's degree","standard","completed","94","99","100"
"male","group E","master's degree","standard","completed","96","92","96"
"male","group D","some high school","standard","none","64","71","62"
"male","group D","associate's degree","standard","none","84","73","77"
"male","group B","master's degree","standard","none","91","85","82"
"male","group A","associate's degree","free/reduced","completed","53","46","46"
"male","group D","some college","free/reduced","none","64","59","56"
"female","group D","high school","free/reduced","completed","59","71","73"
"male","group E","bachelor's degree","free/reduced","none","73","75","65"
"female","group C","some college","standard","none","77","87","85"
"female","group D","associate's degree","standard","none","67","69","73"
"male","group B","bachelor's degree","standard","completed","74","72","73"
"male","group D","high school","standard","none","68","54","51"
"male","group C","some high school","free/reduced","completed","58","61","63"
"male","group B","some college","standard","none","73","68","62"
"male","group C","bachelor's degree","standard","none","67","73","68"
"male","group C","high school","free/reduced","none","64","57","55"
"female","group D","some college","standard","none","67","72","76"
"male","group E","associate's degree","free/reduced","none","56","43","42"
"male","group E","some college","free/reduced","none","88","81","78"
"female","group B","high school","standard","completed","72","76","75"
"male","group E","some high school","standard","none","86","81","76"
"female","group D","bachelor's degree","free/reduced","none","47","63","62"
"female","group B","high school","standard","none","57","71","63"
"female","group E","some college","standard","none","86","88","92"
"female","group C","associate's degree","standard","none","60","71","68"
"male","group B","some college","standard","completed","66","66","63"
"female","group C","some high school","standard","completed","64","75","78"
"male","group C","some college","standard","none","87","87","83"
"female","group C","master's degree","free/reduced","completed","77","100","100"
"female","group D","some college","standard","none","46","61","56"
"male","group B","high school","free/reduced","none","50","51","38"
"female","group D","bachelor's degree","standard","completed","83","83","83"
"female","group B","bachelor's degree","free/reduced","none","48","66","58"
"male","group D","associate's degree","standard","completed","67","66","63"
"male","group B","some high school","standard","none","68","60","57"
"male","group E","high school","standard","completed","79","63","64"
"female","group C","high school","standard","completed","72","82","84"
"female","group B","some high school","standard","none","73","77","73"
"male","group C","some college","standard","none","66","67","64"
"male","group D","some college","standard","none","69","65","66"
"male","group B","some college","standard","none","74","77","71"
"male","group E","associate's degree","free/reduced","none","61","76","62"
"female","group E","some college","free/reduced","none","64","68","70"
"male","group E","some college","free/reduced","completed","77","72","69"
"male","group A","some college","standard","none","62","59","56"
"female","group C","some college","standard","none","66","69","70"
"male","group D","some high school","standard","none","55","47","44"
"male","group C","high school","standard","completed","49","54","44"
"female","group B","some high school","free/reduced","none","27","43","40"
"female","group C","high school","standard","completed","42","51","55"
"male","group B","high school","standard","completed","87","93","96"
"female","group D","high school","free/reduced","completed","35","44","50"
"male","group C","bachelor's degree","free/reduced","none","32","31","31"
"female","group B","some college","standard","completed","61","66","69"
"female","group E","some high school","standard","none","75","72","69"
"male","group C","some college","standard","completed","54","50","49"
"female","group E","some college","standard","completed","100","100","100"
"female","group D","some college","free/reduced","none","76","81","80"
"male","group E","some college","standard","none","99","100","92"
"female","group E","some college","standard","none","70","74","70"
"female","group B","bachelor's degree","free/reduced","none","61","76","73"
"female","group D","some high school","standard","none","77","92","82"
"male","group B","associate's degree","standard","none","73","69","66"
"female","group E","associate's degree","standard","none","52","58","54"
"male","group C","some college","free/reduced","none","75","74","74"
"female","group C","associate's degree","free/reduced","completed","35","52","53"
"female","group C","associate's degree","free/reduced","none","44","51","46"
"male","group C","high school","standard","completed","71","61","61"
"male","group D","some college","free/reduced","completed","65","75","74"
"female","group C","some college","standard","none","56","58","62"
"female","group C","associate's degree","free/reduced","completed","43","53","54"
"female","group D","some college","standard","none","63","75","69"
"female","group E","high school","free/reduced","none","61","70","65"
"female","group B","some college","free/reduced","completed","52","77","72"
"female","group C","some high school","standard","completed","63","75","76"
"male","group C","high school","free/reduced","none","67","65","58"
"male","group C","associate's degree","standard","none","67","50","50"
"female","group D","associate's degree","standard","none","83","100","93"
"male","group B","associate's degree","free/reduced","completed","76","81","86"
"male","group B","bachelor's degree","standard","completed","81","85","85"
"male","group C","some high school","free/reduced","none","30","33","27"
"female","group A","associate's degree","free/reduced","none","65","67","70"
"male","group E","some college","free/reduced","completed","65","59","64"
"male","group B","master's degree","standard","none","68","65","57"
"male","group D","some college","free/reduced","none","58","66","53"
"female","group B","associate's degree","free/reduced","none","62","72","68"
"female","group D","some college","standard","completed","84","96","96"
"male","group A","some college","standard","none","92","88","83"
"male","group C","some college","free/reduced","none","30","31","24"
"male","group B","some college","free/reduced","none","57","59","58"
"male","group C","associate's degree","standard","none","70","57","57"
"male","group C","some college","standard","none","61","64","56"
"female","group D","associate's degree","standard","none","69","75","76"
"male","group E","high school","standard","none","75","68","65"
"female","group C","associate's degree","standard","none","83","98","92"
"female","group B","associate's degree","standard","completed","77","79","78"
"male","group D","associate's degree","free/reduced","completed","65","64","60"
"female","group A","associate's degree","standard","none","72","90","85"
"female","group D","bachelor's degree","free/reduced","completed","68","83","86"
"female","group C","associate's degree","standard","completed","83","99","92"
"female","group D","some college","free/reduced","none","82","92","92"
"female","group E","bachelor's degree","free/reduced","none","74","76","75"
"female","group C","some college","standard","completed","67","79","82"
"male","group C","some high school","free/reduced","none","52","48","48"
"male","group D","some college","free/reduced","none","60","66","59"
"male","group D","bachelor's degree","free/reduced","none","56","55","58"
"female","group A","bachelor's degree","standard","completed","78","83","89"
"male","group C","bachelor's degree","standard","completed","66","61","66"
"male","group E","high school","standard","completed","88","84","82"
"male","group D","some college","standard","completed","86","77","84"
"male","group D","some high school","free/reduced","none","41","40","39"
"male","group D","some college","standard","completed","86","85","91"
"male","group B","some high school","standard","none","51","45","42"
"male","group C","high school","free/reduced","completed","83","86","75"
"female","group D","some college","free/reduced","none","37","59","57"
"female","group D","associate's degree","standard","none","65","61","69"
"female","group C","some college","standard","completed","55","58","70"
"female","group A","some college","standard","none","66","77","78"
"female","group C","some college","standard","completed","64","74","84"
"female","group D","high school","free/reduced","completed","64","79","82"
"male","group E","some college","free/reduced","completed","87","87","84"
"female","group B","some high school","free/reduced","none","23","40","39"
"male","group C","high school","standard","completed","60","66","61"
"male","group E","some college","standard","none","52","53","52"
"female","group D","associate's degree","standard","completed","66","74","78"
"female","group C","high school","free/reduced","completed","63","72","75"
"male","group D","bachelor's degree","standard","none","68","69","73"
"female","group C","associate's degree","standard","none","44","47","51"
"male","group B","bachelor's degree","free/reduced","none","84","81","75"
"male","group C","high school","standard","none","60","57","56"
"male","group C","associate's degree","standard","none","64","66","58"
"female","group B","associate's degree","standard","completed","67","77","66"
"male","group C","some college","free/reduced","none","66","70","64"
"female","group C","associate's degree","free/reduced","completed","55","69","65"
"male","group E","some high school","free/reduced","none","53","42","32"
"female","group C","high school","standard","completed","59","69","65"
"female","group B","high school","standard","completed","62","72","79"
"female","group B","master's degree","standard","none","50","58","63"
"male","group D","master's degree","standard","completed","81","82","77"
"female","group B","high school","standard","none","65","71","70"
"male","group D","master's degree","standard","completed","84","83","78"
"female","group D","some college","standard","none","62","68","73"
"male","group A","some college","standard","none","43","47","44"
"female","group B","some college","standard","completed","73","88","97"
"male","group D","some college","standard","none","82","69","75"
"female","group C","bachelor's degree","standard","none","81","97","89"
"female","group C","some college","standard","completed","73","78","81"
"female","group B","some college","free/reduced","none","64","81","73"
"female","group D","associate's degree","standard","none","75","87","84"
"male","group E","some college","free/reduced","completed","56","62","59"
"male","group C","some high school","free/reduced","none","39","41","36"
"female","group C","associate's degree","standard","none","67","75","78"
"male","group B","bachelor's degree","standard","completed","58","67","58"
"male","group A","some college","standard","none","57","49","48"
"male","group C","some college","free/reduced","none","77","75","72"
"female","group D","bachelor's degree","standard","completed","65","73","80"
"male","group D","associate's degree","free/reduced","completed","80","75","74"
"female","group D","high school","free/reduced","none","53","60","66"
"male","group B","associate's degree","free/reduced","none","55","52","42"
"female","group C","some high school","standard","none","47","54","54"
"female","group E","some college","standard","completed","76","79","83"
"male","group D","associate's degree","standard","none","88","72","68"
"male","group E","high school","free/reduced","none","54","50","45"
"male","group D","some college","standard","none","78","82","80"
"female","group D","some college","standard","none","61","64","66"
"male","group A","associate's degree","standard","completed","74","78","73"
"male","group D","associate's degree","free/reduced","none","80","77","78"
"male","group D","some college","standard","none","70","63","66"
"male","group D","some college","standard","completed","87","85","90"
"female","group B","associate's degree","standard","none","84","75","80"
"female","group B","associate's degree","standard","completed","79","83","89"
"male","group D","high school","standard","none","43","44","39"
"male","group C","some high school","standard","none","69","63","63"
"male","group E","associate's degree","free/reduced","none","27","22","7"
"female","group C","associate's degree","standard","none","81","96","87"
"female","group C","high school","standard","none","49","57","49"
"male","group C","some college","free/reduced","none","50","54","48"
"male","group E","some high school","standard","completed","67","62","55"
"male","group B","high school","free/reduced","completed","70","79","79"
"male","group E","some high school","free/reduced","completed","87","85","87"
"male","group C","high school","standard","none","44","49","42"
"female","group D","some high school","standard","completed","67","84","88"
"female","group C","associate's degree","standard","completed","87","91","97"
"female","group C","associate's degree","standard","none","77","87","88"
"female","group D","high school","standard","none","86","93","94"
"female","group C","associate's degree","free/reduced","completed","63","79","78"
"female","group B","associate's degree","standard","none","44","49","46"
"male","group D","associate's degree","free/reduced","none","46","45","42"
"female","group E","some college","standard","completed","73","81","83"
"male","group D","high school","standard","completed","99","93","86"
"male","group A","high school","free/reduced","none","71","66","60"
"male","group C","associate's degree","standard","none","74","66","68"
"male","group E","some college","standard","none","69","74","66"
"male","group C","some high school","free/reduced","completed","55","48","44"
"female","group C","associate's degree","free/reduced","none","50","67","61"
"male","group C","master's degree","standard","completed","82","75","80"
"female","group B","bachelor's degree","standard","none","74","81","80"
"female","group D","master's degree","standard","none","75","86","90"
"male","group C","high school","standard","none","52","50","52"
"female","group D","associate's degree","free/reduced","none","51","67","65"
"female","group D","high school","standard","none","69","91","90"
"male","group D","associate's degree","free/reduced","completed","60","56","62"
"male","group D","high school","standard","none","74","73","68"
"female","group C","high school","standard","none","78","88","81"
"male","group C","some high school","free/reduced","none","82","83","71"
"male","group C","bachelor's degree","standard","none","82","79","75"
"female","group A","bachelor's degree","free/reduced","none","43","60","61"
"male","group E","bachelor's degree","standard","completed","83","89","92"
"female","group E","associate's degree","standard","none","79","78","82"
"female","group D","bachelor's degree","standard","completed","45","56","57"
"female","group D","some college","free/reduced","none","46","48","54"
"female","group E","master's degree","standard","none","73","76","71"
"female","group E","bachelor's degree","standard","none","97","95","96"
"female","group C","some high school","standard","completed","74","82","89"
"male","group C","master's degree","standard","completed","74","80","81"
"female","group D","some high school","standard","none","66","63","66"
"male","group A","some college","standard","none","69","73","67"
"male","group A","high school","free/reduced","completed","56","53","52"
"male","group D","associate's degree","standard","completed","51","51","58"
"male","group D","high school","standard","completed","88","81","87"
"male","group D","high school","standard","none","89","83","79"
"male","group C","some high school","standard","none","77","67","65"
"male","group C","high school","standard","none","81","90","77"
"male","group C","high school","standard","none","74","80","71"
"male","group C","some college","free/reduced","none","62","63","60"
"male","group C","some high school","standard","completed","87","77","85"
