"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"female","group D","some high school","free/reduced","completed","45","62","69"
"female","group D","some high school","free/reduced","none","18","39","35"
"female","group C","bachelor's degree","standard","none","70","91","83"
"male","group D","high school","standard","completed","76","70","74"
"female","group B","associate's degree","free/reduced","completed","38","52","53"
"female","group D","high school","standard","completed","76","90","94"
"male","group B","some college","standard","none","51","46","42"
"female","group E","master's degree","free/reduced","none","59","59","67"
"female","group B","associate's degree","standard","completed","73","77","78"
"male","group B","high school","standard","none","71","67","65"
"female","group C","some college","free/reduced","none","34","50","41"
"female","group D","some high school","standard","completed","54","62","67"
"male","group C","some college","standard","none","52","52","45"
"male","group C","some college","standard","none","71","71","69"
"female","group B","some college","free/reduced","none","53","69","63"
"male","group D","associate's degree","standard","completed","100","100","100"
"male","group D","master's degree","free/reduced","none","84","85","86"
"male","group B","master's degree","free/reduced","none","47","51","48"
"male","group C","high school","free/reduced","none","61","65","58"
"male","group B","some high school","standard","completed","86","90","84"
"female","group C","some college","standard","completed","82","95","95"
"male","group C","bachelor's degree","free/reduced","none","54","68","60"
"female","group B","some college","free/reduced","none","68","72","78"
"female","group D","some high school","free/reduced","none","66","65","73"
"male","group C","high school","standard","none","87","77","74"
"female","group C","associate's degree","free/reduced","none","48","64","53"
"male","group C","some high school","standard","none","47","33","29"
"male","group A","some college","free/reduced","none","82","76","74"
"female","group D","associate's degree","standard","none","56","80","76"
"male","group B","some high school","standard","none","47","57","46"
"male","group C","some college","free/reduced","none","36","48","41"
"female","group D","some college","free/reduced","none","60","69","69"
"female","group B","some high school","standard","none","53","52","55"
"female","group B","some college","standard","none","61","67","60"
"male","group B","some college","free/reduced","completed","73","75","74"
"male","group A","high school","standard","none","58","66","55"
"male","group B","some college","standard","none","44","35","38"
"male","group B","some college","standard","completed","78","63","68"
"female","group D","some college","free/reduced","completed","54","69","70"
"female","group D","some college","free/reduced","completed","64","70","82"
"female","group C","associate's degree","free/reduced","none","40","42","42"
"male","group B","associate's degree","standard","none","70","68","58"
"male","group B","some college","standard","none","66","71","67"
"male","group C","associate's degree","standard","none","50","48","44"
"female","group E","high school","standard","none","71","79","77"
"female","group C","associate's degree","standard","none","74","79","82"
"male","group C","bachelor's degree","free/reduced","none","64","65","65"
"female","group A","associate's degree","standard","none","74","77","76"
"male","group D","some high school","standard","none","58","44","47"
"male","group E","high school","free/reduced","none","75","65","56"
"female","group E","associate's degree","standard","none","81","86","92"
"male","group D","some college","standard","completed","98","97","100"
"female","group C","some high school","free/reduced","none","68","88","80"
"male","group A","associate's degree","standard","none","58","57","51"
"male","group C","some high school","standard","completed","92","94","89"
"female","group D","some high school","free/reduced","completed","69","74","70"
"female","group B","master's degree","standard","none","52","74","62"
"male","group B","some college","standard","completed","94","90","90"
"male","group C","some college","standard","none","74","69","63"
"male","group C","high school","free/reduced","none","55","56","40"
"male","group C","associate's degree","standard","none","54","52","49"
"female","group B","high school","free/reduced","none","51","49","44"
"male","group B","master's degree","free/reduced","completed","66","66","63"
"female","group C","high school","standard","none","89","89","91"
"female","group B","some college","standard","none","82","91","95"
"male","group C","high school","standard","none","54","54","43"
"male","group B","some college","free/reduced","none","64","62","57"
"female","group D","high school","standard","completed","75","79","89"
"female","group B","bachelor's degree","free/reduced","none","47","66","61"
"female","group B","some college","standard","none","63","63","66"
"female","group C","master's degree","standard","none","57","67","69"
"female","group B","some college","standard","none","39","56","54"
"female","group C","some high school","standard","none","71","82","76"
"male","group D","high school","standard","completed","75","71","68"
"female","group A","some college","standard","none","79","89","92"
"female","group A","master's degree","free/reduced","none","40","51","49"
"male","group C","high school","free/reduced","none","69","71","69"
"male","group A","some college","standard","completed","90","90","87"
"female","group D","some high school","free/reduced","none","50","62","59"
"female","group C","bachelor's degree","standard","none","61","75","72"
"male","group E","associate's degree","standard","none","85","74","75"
"female","group C","associate's degree","standard","none","56","60","63"
"female","group A","high school","free/reduced","completed","61","65","70"
"female","group D","bachelor's degree","standard","none","88","90","90"
"male","group A","some high school","free/reduced","none","54","56","50"
"male","group C","associate's degree","free/reduced","none","78","80","78"
"male","group C","some high school","free/reduced","completed","50","64","58"
"male","group C","some high school","standard","none","73","67","57"
"male","group A","some high school","standard","completed","72","66","70"
"female","group C","associate's degree","free/reduced","none","43","56","53"
"female","group E","some high school","free/reduced","none","44","52","50"
"male","group C","high school","standard","completed","58","58","63"
"female","group E","some college","standard","completed","88","92","91"
"female","group D","associate's degree","standard","none","64","69","71"
"female","group E","some college","standard","none","80","80","82"
"male","group C","high school","standard","completed","92","89","92"
"male","group C","some high school","standard","none","70","61","59"
"male","group C","high school","standard","none","90","87","82"
"female","group D","some college","free/reduced","none","44","52","51"
"male","group B","some high school","standard","none","77","85","79"
"female","group D","some high school","standard","none","61","71","70"
"male","group D","high school","standard","none","89","85","90"
"male","group D","some high school","standard","completed","68","70","70"
"male","group C","some college","standard","none","50","54","44"
"male","group A","bachelor's degree","standard","none","77","78","72"
"female","group C","associate's degree","standard","none","66","77","75"
"female","group E","associate's degree","standard","none","69","72","72"
"female","group A","associate's degree","free/reduced","none","45","59","57"
"male","group D","some college","standard","none","78","70","78"
"male","group B","bachelor's degree","standard","none","65","64","58"
"female","group C","bachelor's degree","free/reduced","none","52","63","57"
"female","group D","associate's degree","standard","none","72","82","83"
"female","group D","bachelor's degree","free/reduced","completed","65","76","72"
"male","group D","some high school","free/reduced","none","61","48","50"
"male","group A","bachelor's degree","free/reduced","none","62","64","55"
"female","group E","associate's degree","standard","completed","93","95","100"
"male","group C","some college","standard","none","92","88","84"
"female","group D","bachelor's degree","standard","none","63","68","74"
"female","group C","some high school","free/reduced","none","44","51","46"
"male","group D","some college","standard","completed","62","60","62"
"male","group C","associate's degree","free/reduced","none","60","62","61"
"male","group D","associate's degree","free/reduced","none","67","66","58"
"male","group C","associate's degree","standard","none","71","59","54"
"male","group C","high school","standard","none","63","62","54"
"female","group D","master's degree","free/reduced","completed","69","75","83"
"female","group B","some college","standard","none","59","51","56"
"male","group C","some college","standard","completed","84","80","79"
"female","group B","high school","free/reduced","none","65","69","66"
"female","group E","some college","standard","none","72","66","65"
"female","group C","associate's degree","standard","none","65","70","69"
"male","group B","bachelor's degree","free/reduced","none","62","64","64"
"male","group B","some high school","free/reduced","completed","59","66","59"
"male","group B","master's degree","standard","none","80","86","82"
"male","group C","some college","standard","none","84","77","68"
"female","group D","high school","free/reduced","none","34","52","48"
"female","group D","some high school","free/reduced","none","59","69","67"
"female","group E","bachelor's degree","standard","none","67","77","76"
"female","group D","high school","standard","none","60","67","62"
"male","group C","some college","free/reduced","completed","43","53","53"
"male","group E","some college","standard","none","57","48","48"
"female","group D","some high school","free/reduced","none","63","75","79"
"female","group C","some college","standard","none","72","75","72"
"female","group C","master's degree","standard","none","58","67","61"
"male","group B","associate's degree","free/reduced","none","69","61","63"
"male","group D","some high school","standard","none","87","84","80"
"female","group D","high school","standard","none","46","50","51"
"male","group D","some high school","standard","none","93","76","77"
"male","group D","some high school","free/reduced","completed","44","47","47"
"female","group C","bachelor's degree","standard","none","56","65","69"
"male","group C","master's degree","standard","none","62","62","49"
"female","group A","some high school","standard","none","52","64","64"
"male","group C","associate's degree","free/reduced","completed","71","73","79"
"male","group E","associate's degree","free/reduced","none","97","83","82"
"male","group E","some high school","standard","none","65","59","59"
"female","group E","high school","standard","none","87","84","83"
"female","group D","bachelor's degree","standard","none","69","77","76"
"male","group E","associate's degree","standard","none","89","87","81"
"male","group E","master's degree","free/reduced","none","90","85","78"
"male","group B","some high school","standard","none","79","57","64"
"female","group E","associate's degree","standard","none","91","97","93"
"male","group E","associate's degree","standard","completed","75","67","71"
"male","group E","associate's degree","standard","none","71","56","53"
"female","group B","some college","standard","none","50","63","60"
"male","group B","associate's degree","standard","none","81","79","71"
"male","group C","associate's degree","standard","none","72","75","67"
"male","group B","some high school","free/reduced","completed","66","68","67"
"male","group E","master's degree","free/reduced","none","77","64","63"
"female","group D","bachelor's degree","standard","completed","80","78","84"
"male","group B","some college","standard","none","42","45","39"
"male","group B","bachelor's degree","standard","completed","62","64","64"
"male","group D","some high school","free/reduced","none","57","63","49"
"male","group C","high school","standard","none","46","49","48"
"male","group B","high school","free/reduced","none","45","49","41"
"male","group A","associate's degree","standard","none","71","58","53"
"male","group A","some high school","standard","none","85","72","67"
"male","group C","high school","free/reduced","completed","51","44","44"
"male","group B","associate's degree","standard","none","66","60","61"
"male","group B","associate's degree","standard","none","65","61","56"
"female","group D","some high school","free/reduced","completed","60","72","76"
"male","group C","high school","free/reduced","completed","61","61","59"
"male","group C","some college","standard","none","59","54","46"
"male","group E","associate's degree","standard","completed","79","70","73"
"female","group B","high school","standard","none","41","31","35"
"female","group D","associate's degree","standard","completed","69","72","74"
"male","group C","some high school","standard","none","87","76","66"
"male","group D","some college","standard","completed","64","65","63"
"female","group C","bachelor's degree","free/reduced","completed","24","57","56"
"male","group A","master's degree","standard","none","58","59","57"
"female","group C","some college","standard","completed","70","75","83"
"male","group C","some high school","standard","none","59","64","51"
"male","group B","some high school","standard","none","75","75","71"
"male","group B","some college","standard","completed","76","73","77"
"male","group D","associate's degree","free/reduced","none","64","67","62"
"male","group B","some high school","standard","completed","84","82","87"
"male","group A","bachelor's degree","standard","none","70","66","63"
"male","group C","some college","standard","none","72","67","59"
"male","group D","high school","free/reduced","completed","77","74","75"
"male","group B","bachelor's degree","standard","none","73","60","57"
"male","group D","some high school","standard","none","75","70","70"
"male","group B","associate's degree","standard","none","70","63","57"
"male","group E","high school","free/reduced","completed","74","78","77"
"male","group B","high school","free/reduced","none","44","46","43"
"female","group E","some high school","standard","none","83","86","87"
"female","group C","bachelor's degree","free/reduced","none","46","62","58"
"female","group A","master's degree","standard","none","74","90","87"
"male","group C","master's degree","standard","none","68","69","64"
"female","group B","high school","free/reduced","none","56","64","50"
"male","group B","some college","free/reduced","none","61","56","49"
"male","group C","high school","free/reduced","none","36","41","30"
"female","group A","associate's degree","free/reduced","none","44","56","54"
"male","group D","some high school","standard","none","45","39","44"
"male","group B","associate's degree","standard","completed","71","58","68"
"female","group B","high school","standard","none","75","80","80"
"male","group E","high school","standard","completed","76","80","80"
"female","group C","some college","standard","none","82","84","90"
"male","group C","associate's degree","standard","none","41","39","35"
"male","group D","associate's degree","free/reduced","none","61","59","63"
"male","group C","master's degree","standard","none","73","69","68"
"female","group D","some high school","standard","none","62","76","79"
"female","group B","some high school","standard","none","51","69","61"
"male","group A","associate's degree","standard","completed","79","85","82"
"male","group D","some college","standard","completed","82","81","79"
"female","group D","associate's degree","standard","none","66","74","70"
"male","group C","some college","standard","none","77","71","61"
"male","group C","some high school","standard","none","36","39","37"
"male","group E","some high school","standard","none","60","50","44"
"male","group C","bachelor's degree","standard","none","90","66","69"
"female","group E","associate's degree","standard","none","96","98","100"
"male","group C","some college","standard","none","58","55","49"
"male","group D","high school","free/reduced","none","29","37","31"
"female","group C","some high school","free/reduced","none","42","49","49"
"male","group A","high school","free/reduced","none","60","54","55"
"male","group E","some high school","standard","none","65","49","48"
"male","group D","some college","standard","completed","72","65","58"
"female","group D","master's degree","free/reduced","none","49","65","57"
"male","group B","high school","standard","completed","52","56","60"
"female","group E","bachelor's degree","standard","none","87","90","88"
"female","group B","associate's degree","standard","none","67","73","69"
"male","group C","high school","standard","completed","90","84","88"
"female","group B","associate's degree","standard","none","64","79","77"
"female","group C","associate's degree","free/reduced","completed","47","53","60"
"female","group B","some college","standard","none","57","58","55"
"female","group C","bachelor's degree","standard","completed","83","94","91"
"male","group D","high school","standard","completed","77","68","76"
"female","group D","some high school","free/reduced","completed","35","51","52"
"male","group B","master's degree","standard","none","64","66","62"
"female","group C","some high school","free/reduced","completed","32","59","56"
"male","group C","some college","free/reduced","none","63","75","66"
"male","group A","bachelor's degree","free/reduced","none","43","61","53"
"female","group D","high school","free/reduced","none","37","57","53"
"male","group D","associate's degree","standard","none","80","73","69"
"female","group A","some high school","standard","none","71","92","84"
"female","group A","high school","free/reduced","none","59","69","64"
"female","group C","high school","standard","completed","88","99","94"
"female","group E","associate's degree","standard","none","80","89","89"
"female","group C","some high school","standard","completed","76","90","90"
"female","group D","master's degree","standard","completed","92","100","100"
"female","group E","some high school","standard","none","54","56","58"
"male","group E","some high school","free/reduced","completed","81","75","65"
"female","group C","some high school","free/reduced","none","52","67","62"
"male","group C","bachelor's degree","standard","completed","84","71","75"
"male","group C","high school","free/reduced","completed","73","73","71"
"female","group B","some college","standard","none","90","88","88"
"female","group D","associate's degree","free/reduced","none","56","63","64"
"female","group D","some college","standard","none","67","76","74"
"male","group D","some college","standard","completed","70","58","70"
"male","group C","some high school","standard","none","72","66","58"
"female","group D","some high school","standard","none","42","55","57"
"male","group D","some high school","free/reduced","none","54","61","49"
"female","group B","some college","free/reduced","completed","44","50","59"
"male","group B","high school","standard","none","76","76","70"
"female","group C","some college","standard","completed","85","89","91"
"male","group C","high school","standard","none","52","62","57"
"male","group D","bachelor's degree","free/reduced","none","69","75","65"
"male","group D","some high school","standard","none","38","36","37"
"male","group D","associate's degree","free/reduced","none","47","49","44"
"female","group C","some college","standard","none","47","58","54"
"male","group C","associate's degree","free/reduced","none","55","67","60"
"male","group D","bachelor's degree","standard","none","74","71","72"
"female","group C","some college","standard","none","67","71","71"
"male","group C","high school","standard","completed","42","36","37"
"male","group B","some college","free/reduced","none","40","35","31"
"male","group B","some college","standard","none","76","77","69"
"female","group C","some college","standard","none","66","75","74"
"female","group C","some high school","standard","none","48","65","53"
"male","group D","bachelor's degree","standard","completed","100","98","100"
"female","group C","some high school","standard","none","57","61","58"
"female","group B","high school","free/reduced","completed","39","55","54"
"female","group C","master's degree","standard","none","51","57","49"
"female","group B","some high school","free/reduced","none","50","57","52"
"male","group B","associate's degree","standard","completed","78","71","74"
"female","group E","high school","free/reduced","completed","50","67","61"
"male","group D","some college","free/reduced","none","79","74","79"
"female","group D","some college","standard","completed","59","73","70"
"male","group C","some college","standard","none","59","55","52"
"female","group E","high school","standard","completed","70","73","78"
"male","group C","some high school","standard","none","43","46","42"
"female","group D","associate's degree","standard","none","88","89","97"
"female","group E","associate's degree","free/reduced","none","68","85","80"
"male","group D","bachelor's degree","standard","completed","87","81","78"
"female","group E","high school","standard","none","75","77","74"
"male","group C","master's degree","standard","completed","77","71","78"
"female","group C","master's degree","free/reduced","none","50","64","58"
"male","group D","high school","standard","none","55","54","53"
"female","group C","some college","free/reduced","completed","61","69","74"
"female","group C","associate's degree","standard","completed","87","96","96"
"female","group D","some high school","standard","completed","62","77","76"
"male","group C","some college","standard","none","69","61","58"
"male","group B","some college","standard","none","65","52","58"
"female","group B","master's degree","standard","completed","61","61","67"
"female","group B","some high school","standard","none","65","77","75"
"female","group C","some high school","free/reduced","none","38","58","51"
"female","group B","master's degree","standard","none","59","75","70"
"male","group C","high school","standard","none","62","41","43"
"male","group E","associate's degree","standard","completed","83","66","71"
"male","group B","bachelor's degree","standard","none","83","80","73"
"female","group D","bachelor's degree","standard","completed","86","89","100"
"female","group B","associate's degree","standard","completed","60","72","72"
"female","group E","some college","standard","none","60","70","63"
"female","group D","high school","standard","completed","84","98","100"
"male","group B","some high school","standard","none","73","62","63"
"female","group E","some college","standard","none","52","58","54"
"female","group B","some high school","free/reduced","completed","63","70","76"
"female","group E","some college","free/reduced","none","44","45","47"
"male","group C","bachelor's degree","free/reduced","none","55","60","52"
"female","group D","associate's degree","standard","none","68","82","85"
